Timestamp arrow_downward	Unit	Priority	Message (showing first 5000 entries)
02-18 09:09:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:09:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:09:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:09:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:09:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:09:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:09:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:09:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44242->163.177.58.13:11142: write: broken pipe"	
02-18 09:09:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:09:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:09:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:09:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:42	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42216->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:39616->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:39616->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:39608->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:39608->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:39608->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:39608->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:32	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:08:32	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:32	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:32	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:32	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:32	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:32	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:32	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:32	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:30	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:30	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:30	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:30	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:30	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:30	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:30	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:30	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:27	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:27	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:27	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:27	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:27	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:27	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:27	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:27	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:08:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:57128->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42158->163.177.58.13:11141: write: broken pipe"	
02-18 09:08:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:37812->163.177.58.13:12101: write: broken pipe"	
02-18 09:08:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
