Timestamp arrow_downward	Unit	Priority	Message (showing first 5000 entries)
02-18 08:45:06	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:45176->163.177.58.13:12101: write: broken pipe"	
02-18 08:45:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:45:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:45:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:45:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:45:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:45:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:45:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:45:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:45:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:45:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:45:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:45:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:45:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:45:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:45:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:52	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:52	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:52	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:52	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:51	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:44	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:44	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:44	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:44	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:35	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:35	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:35	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:35	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:35	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:33	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50180->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:23	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:23	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:23	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:23	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:44:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:44:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:44:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:59	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:50	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:50	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:50	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:50	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:47	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:46	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:45	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:45	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:45	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:45	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:43540->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:43540->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:35	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:31	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:28	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:28	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:28	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:28	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:28	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:24	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49610->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49610->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:19	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49610->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49610->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:13	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49610->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49610->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:07	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49610->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:43:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:43:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:43:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:43:00	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:42:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49610->163.177.58.13:12103: write: broken pipe"	
02-18 08:42:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:53332->163.177.58.13:12103: write: broken pipe"	
02-18 08:42:53	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49610->163.177.58.13:12103: write: broken pipe"	
