timestamp,probe_type,target,category,success,http_code,time_namelookup,time_connect,time_appconnect,time_starttransfer,time_total,size_download,remote_ip,error
2026-02-18 08:56:34,dns,gifshow.com,cn,True,0,0.032,-1.0,-1.0,-1.0,0.032,0,103.102.200.2,
2026-02-18 08:56:34,dns,55bbs.com,cn,True,0,0.156,-1.0,-1.0,-1.0,0.156,0,NOERROR:no-A-record,
2026-02-18 08:56:34,dns,csdnimg.cn,cn,True,0,0.002,-1.0,-1.0,-1.0,0.002,0,csdnimg.cn.bsclink.cn.,
2026-02-18 08:56:34,dns,itpub.net,cn,True,0,0.041,-1.0,-1.0,-1.0,0.041,0,203.107.45.167,
2026-02-18 08:56:34,dns,miaopai.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,miaopai.com.w.kunluncan.com.,
2026-02-18 08:56:34,dns,ebasset.com,cn,True,0,0.05,-1.0,-1.0,-1.0,0.05,0,NOERROR:no-A-record,
2026-02-18 08:56:34,dns,openvela.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,extranet-alllines-pub-c3-c4.alb.xiaomi.com.,
2026-02-18 08:56:34,dns,vamaker.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,NOERROR:no-A-record,
2026-02-18 08:56:34,dns,cleargrass.com,cn,True,0,0.109,-1.0,-1.0,-1.0,0.109,0,203.107.60.192,
2026-02-18 08:56:34,dns,binglianhuajianzhan.com,cn,True,0,0.05,-1.0,-1.0,-1.0,0.05,0,NOERROR:no-A-record,
2026-02-18 08:56:34,dns,bestvcdn.com,cn,True,0,0.04,-1.0,-1.0,-1.0,0.04,0,NOERROR:no-A-record,
2026-02-18 08:56:34,dns,iesdouyin.com,cn,True,0,0.048,-1.0,-1.0,-1.0,0.048,0,NOERROR:no-A-record,
2026-02-18 08:56:34,dns,win7china.com,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,win7china.com.a.bdydns.com.,
2026-02-18 08:56:34,dns,shangc.net,cn,True,0,0.075,-1.0,-1.0,-1.0,0.075,0,shangc.net.websjcdn.com.,
2026-02-18 08:56:34,dns,frp-shy.com,cn,True,0,0.003,-1.0,-1.0,-1.0,0.003,0,122.246.0.209,
2026-02-18 08:56:34,dns,jiaodong.net,cn,True,0,0.001,-1.0,-1.0,-1.0,0.001,0,172.16.1.1,
2026-02-18 08:56:34,dns,cookicut.com,cn,True,0,0.153,-1.0,-1.0,-1.0,0.153,0,cookicut.com.w.cdngslb.com.,
2026-02-18 08:56:34,dns,tq121.com.cn,cn,True,0,0.071,-1.0,-1.0,-1.0,0.071,0,NOERROR:no-A-record,
2026-02-18 08:56:34,dns,finchina.com,cn,True,0,0.027,-1.0,-1.0,-1.0,0.027,0,47.116.141.145,
2026-02-18 08:56:34,dns,jsctyiptv.cn,cn,True,0,3.035,-1.0,-1.0,-1.0,3.035,0,NOERROR:no-A-record,
2026-02-18 08:56:34,dns,wsglb.com,cn,True,0,0.064,-1.0,-1.0,-1.0,0.064,0,NOERROR:no-A-record,
2026-02-18 08:56:34,dns,10044.cn,cn,True,0,0.091,-1.0,-1.0,-1.0,0.091,0,1.202.236.176,
2026-02-18 08:56:34,dns,gamersky.com,cn,True,0,0.045,-1.0,-1.0,-1.0,0.045,0,124.236.95.25,
2026-02-18 08:56:34,dns,mojichina.com,cn,True,0,0.025,-1.0,-1.0,-1.0,0.025,0,47.93.246.208,
2026-02-18 08:56:34,dns,myyx618.com,cn,True,0,0.002,-1.0,-1.0,-1.0,0.002,0,129.204.98.69,
